timestamp,close,high,low,open,volume,date
1656077400,141.66000366210938,141.91000366210938,139.77000427246094,139.89999389648438,89116800,2022-06-24
1656336600,141.66000366210938,143.49000549316406,140.97000122070312,142.6999969482422,70207900,2022-06-27
1656423000,137.44000244140625,143.4199981689453,137.32000732421875,142.1300048828125,67083400,2022-06-28
1656509400,139.22999572753906,140.6699981689453,136.6699981689453,137.4600067138672,66242400,2022-06-29
1656595800,136.72000122070312,138.3699951171875,133.77000427246094,137.25,98964500,2022-06-30
1656682200,138.92999267578125,139.0399932861328,135.66000366210938,136.0399932861328,71051600,2022-07-01
1657027800,141.55999755859375,141.61000061035156,136.92999267578125,137.77000427246094,73353800,2022-07-05
1657114200,142.9199981689453,144.1199951171875,141.0800018310547,141.35000610351562,74064300,2022-07-06
1657200600,146.35000610351562,146.5500030517578,143.27999877929688,143.2899932861328,66253700,2022-07-07
1657287000,147.0399932861328,147.5500030517578,145.0,145.25999450683594,64547800,2022-07-08
1657546200,144.8699951171875,146.63999938964844,143.77999877929688,145.6699981689453,63141600,2022-07-11
1657632600,145.86000061035156,148.4499969482422,145.0500030517578,145.75999450683594,77588800,2022-07-12
1657719000,145.49000549316406,146.4499969482422,142.1199951171875,142.99000549316406,71185600,2022-07-13
1657805400,148.47000122070312,148.9499969482422,143.25,144.0800018310547,78140700,2022-07-14
1657891800,150.1699981689453,150.86000061035156,148.1999969482422,149.77999877929688,76259900,2022-07-15
1658151000,147.07000732421875,151.57000732421875,146.6999969482422,150.74000549316406,81420900,2022-07-18
1658237400,151.0,151.22999572753906,146.91000366210938,147.9199981689453,82982400,2022-07-19
1658323800,153.0399932861328,153.72000122070312,150.3699951171875,151.1199951171875,64823400,2022-07-20
1658410200,155.35000610351562,155.57000732421875,151.94000244140625,154.5,65086600,2022-07-21
1658496600,154.08999633789062,156.27999877929688,153.41000366210938,155.38999938964844,66675400,2022-07-22
1658755800,152.9499969482422,155.0399932861328,152.27999877929688,154.00999450683594,53623900,2022-07-25
1658842200,151.60000610351562,153.08999633789062,150.8000030517578,152.25999450683594,55138700,2022-07-26
1658928600,156.7899932861328,157.3300018310547,152.16000366210938,152.5800018310547,78620700,2022-07-27
1659015000,157.35000610351562,157.63999938964844,154.41000366210938,156.97999572753906,81378700,2022-07-28
1659101400,162.50999450683594,163.6300048828125,159.5,161.24000549316406,101786900,2022-07-29
1659360600,161.50999450683594,163.58999633789062,160.88999938964844,161.00999450683594,67829400,2022-08-01
1659447000,160.00999450683594,162.41000366210938,159.6300048828125,160.10000610351562,59907000,2022-08-02
1659533400,166.1300048828125,166.58999633789062,160.75,160.83999633789062,82507500,2022-08-03
1659619800,165.80999755859375,167.19000244140625,164.42999267578125,166.00999450683594,55474100,2022-08-04
1659706200,165.35000610351562,165.85000610351562,163.0,163.2100067138672,56697000,2022-08-05
1659965400,164.8699951171875,167.80999755859375,164.1999969482422,166.3699951171875,60276900,2022-08-08
1660051800,164.9199981689453,165.82000732421875,163.25,164.02000427246094,63135500,2022-08-09
1660138200,169.24000549316406,169.33999633789062,166.89999389648438,167.67999267578125,70170500,2022-08-10
1660224600,168.49000549316406,170.99000549316406,168.19000244140625,170.05999755859375,57149200,2022-08-11
1660311000,172.10000610351562,172.1699981689453,169.39999389648438,169.82000732421875,68039400,2022-08-12
1660570200,173.19000244140625,173.38999938964844,171.35000610351562,171.52000427246094,54091700,2022-08-15
